num	premise	hypothesis	gold_label	template_num	time_format	time_span	category	aspect	cf
3816	昨日、私は中国人を雇った。今日は2000年12月21日だ。	私は2004年12月30日に中国人を雇った。	neutral	38	年月日	random	照応（昨日）	状態/瞬間	('雇う', {'が': ['私'], 'を': ['中国人']}, '状態/瞬間')
3817	昨日、田中は三振を抑えた。今日は2003年5月31日だ。	田中は2007年10月7日に三振を抑えた。	neutral	38	年月日	random	照応（昨日）	状態/瞬間	('抑える', {'が': ['田中'], 'を': ['三振']}, '状態/瞬間')
3818	昨日、太郎は汚れを落とした。今日は2008年8月20日だ。	太郎は2014年7月17日に汚れを落とした。	neutral	38	年月日	random	照応（昨日）	継続主体動作特定時点成立	('落とす', {'が': ['太郎'], 'を': ['汚れ']}, '継続主体動作特定時点成立')
3819	昨日、リンは剣を抜いた。今日は2019年8月24日だ。	リンは2007年11月1日に剣を抜いた。	neutral	38	年月日	random	照応（昨日）	状態/瞬間	('抜く', {'が': ['リン'], 'を': ['剣']}, '状態/瞬間')
3820	昨日、子供たちは呼んだ。今日は2004年9月29日だ。	子供たちは2007年5月29日に呼んだ。	neutral	38	年月日	random	照応（昨日）	継続主体動作特定時点成立	('呼ぶ', {'が': ['子供たち']}, '継続主体動作特定時点成立')
3841	昨日、山田さんはプロジェクトのリーダーを決めた。今日は11月21日だ。	山田さんは12月31日にプロジェクトのリーダーを決めた。	neutral	38	月日	random	照応（昨日）	状態/瞬間	('決める', {'が': ['山田さん'], 'を': ['プロジェクトのリーダー']}, '状態/瞬間')
3842	昨日、スタッフは宴会を承った。今日は8月11日だ。	スタッフは9月21日に宴会を承った。	neutral	38	月日	random	照応（昨日）	状態/瞬間	('承る', {'が': ['スタッフ'], 'を': ['宴会']}, '状態/瞬間')
3843	昨日、ABC店はマツエクサロンをオープンした。今日は2月19日だ。	ABC店は10月30日にマツエクサロンをオープンした。	neutral	38	月日	random	照応（昨日）	状態/瞬間	('オープンする', {'が': ['ABC店'], 'を': ['マツエクサロン']}, '状態/瞬間')
3844	昨日、太郎はゴミを処分した。今日は2月15日だ。	太郎は11月20日にゴミを処分した。	neutral	38	月日	random	照応（昨日）	状態/瞬間	('処分する', {'が': ['太郎'], 'を': ['ゴミ']}, '状態/瞬間')
3845	昨日、次郎は有った。今日は2月27日だ。	次郎は1月28日に有った。	neutral	38	月日	random	照応（昨日）	状態/瞬間	('有る', {'が': ['次郎', '太郎', '花子']}, '状態/瞬間')
3846	昨日、山本さんは深紅をスタジアムに染めた。今日は10月15日だ。	山本さんは9月9日に深紅をスタジアムに染めた。	neutral	38	月日	random	照応（昨日）	継続主体変化	('染める', {'が': ['山本さん', '田中さん', '鈴木さん'], 'を': ['深紅'], 'に': ['スタジアム']}, '継続主体変化')
3847	昨日、私たちは優勝を確信した。今日は3月28日だ。	私たちは10月24日に優勝を確信した。	neutral	38	月日	random	照応（昨日）	状態/瞬間	('確信する', {'が': ['私たち'], 'を': ['優勝']}, '状態/瞬間')
3848	昨日、私は転職した。今日は7月11日だ。	私は3月29日に転職した。	neutral	38	月日	random	照応（昨日）	状態/瞬間	('転職する', {'が': ['私']}, '状態/瞬間')
3849	昨日、信号はレベルを出力した。今日は6月4日だ。	信号は10月4日にレベルを出力した。	neutral	38	月日	random	照応（昨日）	状態/瞬間	('出力する', {'が': ['信号'], 'を': ['レベル']}, '状態/瞬間')
3850	昨日、リサは図書館に出掛けた。今日は4月10日だ。	リサは4月2日に図書館に出掛けた。	neutral	38	月日	random	照応（昨日）	状態/瞬間	('出掛ける', {'が': ['リサ'], 'に': ['図書館']}, '状態/瞬間')
3851	昨日、太郎は次代を創った。今日は3月10日だ。	太郎は1月19日に次代を創った。	neutral	38	月日	random	照応（昨日）	状態/瞬間	('創る', {'が': ['太郎'], 'を': ['次代']}, '状態/瞬間')
3852	昨日、市場は直営店をオープンした。今日は5月20日だ。	市場は1月8日に直営店をオープンした。	neutral	38	月日	random	照応（昨日）	状態/瞬間	('オープンする', {'が': ['市場'], 'を': ['直営店']}, '状態/瞬間')
3853	昨日、村田さんは容疑を認めた。今日は11月10日だ。	村田さんは12月31日に容疑を認めた。	neutral	38	月日	random	照応（昨日）	状態/瞬間	('認める', {'が': ['村田さん'], 'を': ['容疑']}, '状態/瞬間')
3854	昨日、祖母は脳裏に蘇った。今日は7月15日だ。	祖母は7月24日に脳裏に蘇った。	neutral	38	月日	random	照応（昨日）	状態/瞬間	('蘇る', {'が': ['祖母'], 'に': ['脳裏']}, '状態/瞬間')
3855	昨日、彼は勝利を奪った。今日は2月16日だ。	彼は2月20日に勝利を奪った。	neutral	38	月日	random	照応（昨日）	状態/瞬間	('奪う', {'が': ['彼'], 'を': ['勝利']}, '状態/瞬間')
3856	昨日、山田さんは闇を落とした。今日は4月21日だ。	山田さんは1月18日に闇を落とした。	neutral	38	月日	random	照応（昨日）	継続主体動作特定時点成立	('落とす', {'が': ['山田さん', '鈴木さん'], 'を': ['闇']}, '継続主体動作特定時点成立')
3857	昨日、太郎は唇を嘗めた。今日は1月23日だ。	太郎は6月5日に唇を嘗めた。	neutral	38	月日	random	照応（昨日）	状態/瞬間	('嘗める', {'が': ['太郎'], 'を': ['唇']}, '状態/瞬間')
3858	昨日、山田さんは案内を差し上げた。今日は11月17日だ。	山田さんは11月8日に案内を差し上げた。	neutral	38	月日	random	照応（昨日）	状態/瞬間	('差し上げる', {'が': ['山田さん'], 'を': ['案内']}, '状態/瞬間')
3859	昨日、山田さんはマイホームを購入した。今日は12月7日だ。	山田さんは3月13日にマイホームを購入した。	neutral	38	月日	random	照応（昨日）	状態/瞬間	('購入する', {'が': ['山田さん'], 'を': ['マイホーム']}, '状態/瞬間')
3860	昨日、彼女は前髪を揺らした。今日は8月17日だ。	彼女は1月28日に前髪を揺らした。	neutral	38	月日	random	照応（昨日）	状態/瞬間	('揺らす', {'が': ['彼女'], 'を': ['前髪']}, '状態/瞬間')
3881	昨日、私は思いを新ただした。今日は15日だ。	私は13日に思いを新ただした。	neutral	38	日	random	照応（昨日）	状態/瞬間	('新ただする', {'が': ['私'], 'を': ['思い']}, '状態/瞬間')
3882	昨日、チームは大会に進めた。今日は16日だ。	チームは30日に大会に進めた。	neutral	38	日	random	照応（昨日）	状態/瞬間	('進める', {'が': ['チーム'], 'に': ['大会']}, '状態/瞬間')
3883	昨日、田中さんは会社を構えた。今日は25日だ。	田中さんは10日に会社を構えた。	neutral	38	日	random	照応（昨日）	状態/瞬間	('構える', {'が': ['田中さん'], 'を': ['会社']}, '状態/瞬間')
3884	昨日、航空機は上空を飛んだ。今日は6日だ。	航空機は20日に上空を飛んだ。	neutral	38	日	random	照応（昨日）	状態/瞬間	('飛ぶ', {'が': ['航空機'], 'を': ['上空']}, '状態/瞬間')
3885	昨日、御祭りは会場を盛り上げた。今日は23日だ。	御祭りは9日に会場を盛り上げた。	neutral	38	日	random	照応（昨日）	状態/瞬間	('盛り上げる', {'が': ['御祭り'], 'を': ['会場']}, '状態/瞬間')
3886	昨日、田中さんは感動に震えた。今日は12日だ。	田中さんは14日に感動に震えた。	neutral	38	日	random	照応（昨日）	状態/瞬間	('震える', {'が': ['田中さん'], 'に': ['感動']}, '状態/瞬間')
3887	昨日、企業は保有を宣言した。今日は25日だ。	企業は28日に保有を宣言した。	neutral	38	日	random	照応（昨日）	状態/瞬間	('宣言する', {'が': ['企業'], 'を': ['保有']}, '状態/瞬間')
3888	昨日、新しい首相は代表に返り咲いた。今日は13日だ。	新しい首相は11日に代表に返り咲いた。	neutral	38	日	random	照応（昨日）	状態/瞬間	('返り咲く', {'が': ['新しい首相'], 'に': ['代表']}, '状態/瞬間')
3889	昨日、松岡修造は表彰台を独占した。今日は29日だ。	松岡修造は6日に表彰台を独占した。	neutral	38	日	random	照応（昨日）	状態/瞬間	('独占する', {'が': ['松岡修造'], 'を': ['表彰台']}, '状態/瞬間')
3890	昨日、田中さんは健康保険に加入した。今日は24日だ。	田中さんは11日に健康保険に加入した。	neutral	38	日	random	照応（昨日）	状態/瞬間	('加入する', {'が': ['田中さん'], 'に': ['健康保険']}, '状態/瞬間')
3891	昨日、山田さんは足下を固めた。今日は13日だ。	山田さんは31日に足下を固めた。	neutral	38	日	random	照応（昨日）	状態/瞬間	('固める', {'が': ['山田さん'], 'を': ['足下']}, '状態/瞬間')
3892	昨日、山田さんは行政書士を受験した。今日は4日だ。	山田さんは5日に行政書士を受験した。	neutral	38	日	random	照応（昨日）	状態/瞬間	('受験する', {'が': ['山田さん'], 'を': ['行政書士']}, '状態/瞬間')
3893	昨日、彼は彼女を占った。今日は3日だ。	彼は12日に彼女を占った。	neutral	38	日	random	照応（昨日）	状態/瞬間	('占う', {'が': ['彼'], 'を': ['彼女']}, '状態/瞬間')
3894	昨日、鈴木さんは勃発した。今日は18日だ。	鈴木さんは27日に勃発した。	neutral	38	日	random	照応（昨日）	状態/瞬間	('勃発する', {'が': ['鈴木さん', '村田さん', '佐藤さん']}, '状態/瞬間')
3895	昨日、山田さんは来館を待った。今日は8日だ。	山田さんは26日に来館を待った。	neutral	38	日	random	照応（昨日）	状態/瞬間	('待つ', {'が': ['山田さん'], 'を': ['来館']}, '状態/瞬間')
3896	昨日、田中さんは成田に到着した。今日は16日だ。	田中さんは4日に成田に到着した。	neutral	38	日	random	照応（昨日）	状態/瞬間	('到着する', {'が': ['田中さん'], 'に': ['成田']}, '状態/瞬間')
3897	昨日、芸能人は週刊誌を賑わした。今日は3日だ。	芸能人は18日に週刊誌を賑わした。	neutral	38	日	random	照応（昨日）	状態/瞬間	('賑わす', {'が': ['芸能人'], 'を': ['週刊誌']}, '状態/瞬間')
3898	昨日、私たちは患者を御迎えした。今日は13日だ。	私たちは28日に患者を御迎えした。	neutral	38	日	random	照応（昨日）	状態/瞬間	('御迎えする', {'が': ['私たち'], 'を': ['患者']}, '状態/瞬間')
3899	昨日、彼は髪に伸ばした。今日は28日だ。	彼は19日に髪に伸ばした。	neutral	38	日	random	照応（昨日）	継続主体動作特定時点成立	('伸ばす', {'が': ['彼'], 'に': ['髪']}, '継続主体動作特定時点成立')
3900	昨日、私は娘を生んだ。今日は1日だ。	私は2日に娘を生んだ。	neutral	38	日	random	照応（昨日）	状態/瞬間	('生む', {'が': ['私'], 'を': ['娘']}, '状態/瞬間')
3921	昨日、彼は色々気を遣った。今日は2016年5月8日だ。	彼は2016年5月7日に色々気を遣った。	entailment	39	年月日	random	照応（昨日）	状態/瞬間	('遣う', {'が': ['彼'], 'を': ['色々気']}, '状態/瞬間')
3922	昨日、委員会は改正案を否決した。今日は2007年10月13日だ。	委員会は2007年10月12日に改正案を否決した。	entailment	39	年月日	random	照応（昨日）	状態/瞬間	('否決する', {'が': ['委員会'], 'を': ['改正案']}, '状態/瞬間')
3923	昨日、子供は枕を濡らした。今日は2003年6月24日だ。	子供は2003年6月23日に枕を濡らした。	entailment	39	年月日	random	照応（昨日）	状態/瞬間	('濡らす', {'が': ['子供'], 'を': ['枕']}, '状態/瞬間')
3924	昨日、太郎は旅を楽しんだ。今日は2016年9月13日だ。	太郎は2016年9月12日に旅を楽しんだ。	entailment	39	年月日	random	照応（昨日）	状態/瞬間	('楽しむ', {'が': ['太郎'], 'を': ['旅']}, '状態/瞬間')
3925	昨日、彼は私を睨んだ。今日は2019年10月16日だ。	彼は2019年10月15日に私を睨んだ。	entailment	39	年月日	random	照応（昨日）	状態/瞬間	('睨む', {'が': ['彼'], 'を': ['私']}, '状態/瞬間')
3926	昨日、山田さんはじゃが芋を植えた。今日は2015年8月6日だ。	山田さんは2015年8月5日にじゃが芋を植えた。	entailment	39	年月日	random	照応（昨日）	継続主体動作特定時点成立	('植える', {'が': ['山田さん'], 'を': ['じゃが芋']}, '継続主体動作特定時点成立')
3927	昨日、田中さんは売上高を見込んだ。今日は2010年7月23日だ。	田中さんは2010年7月22日に売上高を見込んだ。	entailment	39	年月日	random	照応（昨日）	状態/瞬間	('見込む', {'が': ['田中さん'], 'を': ['売上高']}, '状態/瞬間')
3928	昨日、私は多少手を加えた。今日は2003年11月13日だ。	私は2003年11月12日に多少手を加えた。	entailment	39	年月日	random	照応（昨日）	状態/瞬間	('加える', {'が': ['私'], 'を': ['多少手']}, '状態/瞬間')
3929	昨日、チームは優勝を予想した。今日は2011年3月5日だ。	チームは2011年3月4日に優勝を予想した。	entailment	39	年月日	random	照応（昨日）	状態/瞬間	('予想する', {'が': ['チーム'], 'を': ['優勝']}, '状態/瞬間')
3930	昨日、家族は経緯を患者に説明した。今日は2016年1月31日だ。	家族は2016年1月30日に経緯を患者に説明した。	entailment	39	年月日	random	照応（昨日）	状態/瞬間	('説明する', {'が': ['家族'], 'に': ['患者'], 'を': ['経緯']}, '状態/瞬間')
3931	昨日、彼は口を塞いだ。今日は2013年4月5日だ。	彼は2013年4月4日に口を塞いだ。	entailment	39	年月日	random	照応（昨日）	状態/瞬間	('塞ぐ', {'が': ['彼'], 'を': ['口']}, '状態/瞬間')
3932	昨日、鈴木さんは司会を努めた。今日は2020年9月5日だ。	鈴木さんは2020年9月4日に司会を努めた。	entailment	39	年月日	random	照応（昨日）	状態/瞬間	('努める', {'が': ['鈴木さん'], 'を': ['司会']}, '状態/瞬間')
3933	昨日、戦士はミサイルを撃った。今日は2017年5月9日だ。	戦士は2017年5月8日にミサイルを撃った。	entailment	39	年月日	random	照応（昨日）	継続主体動作特定時点成立	('撃つ', {'が': ['戦士'], 'を': ['ミサイル']}, '継続主体動作特定時点成立')
3934	昨日、物語は世界を創造した。今日は2018年11月10日だ。	物語は2018年11月9日に世界を創造した。	entailment	39	年月日	random	照応（昨日）	状態/瞬間	('創造する', {'が': ['物語'], 'を': ['世界']}, '状態/瞬間')
3935	昨日、彼は瞬間を捕らえた。今日は2002年12月7日だ。	彼は2002年12月6日に瞬間を捕らえた。	entailment	39	年月日	random	照応（昨日）	状態/瞬間	('捕らえる', {'が': ['彼'], 'を': ['瞬間']}, '状態/瞬間')
3936	昨日、彼は胸元を押さえた。今日は2005年8月2日だ。	彼は2005年8月1日に胸元を押さえた。	entailment	39	年月日	random	照応（昨日）	状態/瞬間	('押さえる', {'が': ['彼'], 'を': ['胸元']}, '状態/瞬間')
3937	昨日、子供たちは期待を抱いた。今日は2018年12月20日だ。	子供たちは2018年12月19日に期待を抱いた。	entailment	39	年月日	random	照応（昨日）	状態/瞬間	('抱く', {'が': ['子供たち'], 'を': ['期待']}, '状態/瞬間')
3938	昨日、政府は新たな計画を打ち出した。今日は2007年8月8日だ。	政府は2007年8月7日に新たな計画を打ち出した。	entailment	39	年月日	random	照応（昨日）	状態/瞬間	('打ち出す', {'が': ['政府'], 'を': ['新たな計画']}, '状態/瞬間')
3939	昨日、子供たちは感動を貰えた。今日は2017年6月3日だ。	子供たちは2017年6月2日に感動を貰えた。	entailment	39	年月日	random	照応（昨日）	状態/瞬間	('貰える', {'が': ['子供たち'], 'を': ['感動']}, '状態/瞬間')
3940	昨日、田中さんは踏み入れた。今日は2007年5月15日だ。	田中さんは2007年5月14日に踏み入れた。	entailment	39	年月日	random	照応（昨日）	状態/瞬間	('踏み入れる', {'が': ['田中さん', '山田さん', '佐藤さん']}, '状態/瞬間')
3961	昨日、料理はポイントに移った。今日は6月24日だ。	料理は6月23日にポイントに移った。	entailment	39	月日	random	照応（昨日）	状態/瞬間	('移る', {'が': ['料理'], 'に': ['ポイント']}, '状態/瞬間')
3962	昨日、太郎は重厚感を醸し出した。今日は4月4日だ。	太郎は4月3日に重厚感を醸し出した。	entailment	39	月日	random	照応（昨日）	状態/瞬間	('醸し出す', {'が': ['太郎'], 'を': ['重厚感']}, '状態/瞬間')
3963	昨日、会社は収益を圧迫した。今日は9月11日だ。	会社は9月10日に収益を圧迫した。	entailment	39	月日	random	照応（昨日）	状態/瞬間	('圧迫する', {'が': ['会社'], 'を': ['収益']}, '状態/瞬間')
3964	昨日、村田さんは容疑を認めた。今日は4月24日だ。	村田さんは4月23日に容疑を認めた。	entailment	39	月日	random	照応（昨日）	状態/瞬間	('認める', {'が': ['村田さん'], 'を': ['容疑']}, '状態/瞬間')
3965	昨日、学生は教師の援助を差し伸べた。今日は2月8日だ。	学生は2月7日に教師の援助を差し伸べた。	entailment	39	月日	random	照応（昨日）	継続主体動作特定時点成立	('差し伸べる', {'が': ['学生'], 'を': ['教師の援助']}, '継続主体動作特定時点成立')
3966	昨日、太郎は階段を上った。今日は1月7日だ。	太郎は1月6日に階段を上った。	entailment	39	月日	random	照応（昨日）	継続主体動作特定時点成立	('上る', {'が': ['太郎'], 'を': ['階段']}, '継続主体動作特定時点成立')
3967	昨日、猫は身に付いた。今日は10月27日だ。	猫は10月26日に身に付いた。	entailment	39	月日	random	照応（昨日）	状態/瞬間	('付く', {'が': ['猫'], 'に': ['身']}, '状態/瞬間')
3968	昨日、太郎は決勝に進めた。今日は1月21日だ。	太郎は1月20日に決勝に進めた。	entailment	39	月日	random	照応（昨日）	状態/瞬間	('進める', {'が': ['太郎'], 'に': ['決勝']}, '状態/瞬間')
3969	昨日、私は正解を出した。今日は11月21日だ。	私は11月20日に正解を出した。	entailment	39	月日	random	照応（昨日）	継続主体動作特定時点成立	('出す', {'が': ['私'], 'を': ['正解']}, '継続主体動作特定時点成立')
3970	昨日、山田さんは大学院を修了した。今日は5月31日だ。	山田さんは5月30日に大学院を修了した。	entailment	39	月日	random	照応（昨日）	状態/瞬間	('修了する', {'が': ['山田さん'], 'を': ['大学院']}, '状態/瞬間')
3971	昨日、彼は友達を見付けた。今日は4月9日だ。	彼は4月8日に友達を見付けた。	entailment	39	月日	random	照応（昨日）	状態/瞬間	('見付ける', {'が': ['彼'], 'を': ['友達']}, '状態/瞬間')
3972	昨日、学会は研究を発表した。今日は11月26日だ。	学会は11月25日に研究を発表した。	entailment	39	月日	random	照応（昨日）	状態/瞬間	('発表する', {'が': ['学会'], 'を': ['研究']}, '状態/瞬間')
3973	昨日、夜明けは寸前に覚めた。今日は4月15日だ。	夜明けは4月14日に寸前に覚めた。	entailment	39	月日	random	照応（昨日）	状態/瞬間	('覚める', {'が': ['夜明け'], 'に': ['寸前']}, '状態/瞬間')
3974	昨日、彼は指をなぞった。今日は7月30日だ。	彼は7月29日に指をなぞった。	entailment	39	月日	random	照応（昨日）	状態/瞬間	('なぞる', {'が': ['彼'], 'を': ['指']}, '状態/瞬間')
3975	昨日、Appleはコストを引き下げた。今日は7月2日だ。	Appleは7月1日にコストを引き下げた。	entailment	39	月日	random	照応（昨日）	継続主体変化	('引き下げる', {'が': ['Apple', 'Google', '企業'], 'を': ['コスト']}, '継続主体変化')
3976	昨日、私は彼女を裏切った。今日は8月24日だ。	私は8月23日に彼女を裏切った。	entailment	39	月日	random	照応（昨日）	状態/瞬間	('裏切る', {'が': ['私'], 'を': ['彼女']}, '状態/瞬間')
3977	昨日、スポーツカーは風を突き抜けた。今日は9月9日だ。	スポーツカーは9月8日に風を突き抜けた。	entailment	39	月日	random	照応（昨日）	状態/瞬間	('突き抜ける', {'が': ['スポーツカー'], 'を': ['風']}, '状態/瞬間')
3978	昨日、警察は田中を疑った。今日は10月25日だ。	警察は10月24日に田中を疑った。	entailment	39	月日	random	照応（昨日）	状態/瞬間	('疑う', {'が': ['警察'], 'を': ['田中']}, '状態/瞬間')
3979	昨日、政府は新たな方針を打ち出した。今日は2月27日だ。	政府は2月26日に新たな方針を打ち出した。	entailment	39	月日	random	照応（昨日）	状態/瞬間	('打ち出す', {'が': ['政府'], 'を': ['新たな方針']}, '状態/瞬間')
3980	昨日、太郎は成功を語った。今日は1月26日だ。	太郎は1月25日に成功を語った。	entailment	39	月日	random	照応（昨日）	継続主体動作特定時点成立	('語る', {'が': ['太郎'], 'を': ['成功']}, '継続主体動作特定時点成立')
4001	昨日、子供は手を差し伸べた。今日は12日だ。	子供は11日に手を差し伸べた。	entailment	39	日	random	照応（昨日）	状態/瞬間	('差し伸べる', {'が': ['子供'], 'を': ['手']}, '状態/瞬間')
4002	昨日、田中さんは風味を楽しめた。今日は30日だ。	田中さんは29日に風味を楽しめた。	entailment	39	日	random	照応（昨日）	状態/瞬間	('楽しめる', {'が': ['田中さん'], 'を': ['風味']}, '状態/瞬間')
4003	昨日、風は草木を揺らした。今日は21日だ。	風は20日に草木を揺らした。	entailment	39	日	random	照応（昨日）	状態/瞬間	('揺らす', {'が': ['風'], 'を': ['草木']}, '状態/瞬間')
4004	昨日、彼は彼女の唇を合わせた。今日は3日だ。	彼は2日に彼女の唇を合わせた。	entailment	39	日	random	照応（昨日）	状態/瞬間	('合わせる', {'が': ['彼'], 'を': ['彼女の唇']}, '状態/瞬間')
4005	昨日、太郎は巨人を破った。今日は16日だ。	太郎は15日に巨人を破った。	entailment	39	日	random	照応（昨日）	状態/瞬間	('破る', {'が': ['太郎'], 'を': ['巨人']}, '状態/瞬間')
4006	昨日、山田さんはプロジェクトのリーダーを決めた。今日は25日だ。	山田さんは24日にプロジェクトのリーダーを決めた。	entailment	39	日	random	照応（昨日）	状態/瞬間	('決める', {'が': ['山田さん'], 'を': ['プロジェクトのリーダー']}, '状態/瞬間')
4007	昨日、菅は首相を辞任した。今日は16日だ。	菅は15日に首相を辞任した。	entailment	39	日	random	照応（昨日）	状態/瞬間	('辞任する', {'が': ['菅'], 'を': ['首相']}, '状態/瞬間')
4008	昨日、医者は患部を冷やした。今日は17日だ。	医者は16日に患部を冷やした。	entailment	39	日	random	照応（昨日）	継続主体動作特定時点成立	('冷やす', {'が': ['医者'], 'を': ['患部']}, '継続主体動作特定時点成立')
4009	昨日、政府は国会に臨んだ。今日は27日だ。	政府は26日に国会に臨んだ。	entailment	39	日	random	照応（昨日）	状態/瞬間	('臨む', {'が': ['政府'], 'に': ['国会']}, '状態/瞬間')
4010	昨日、山田さんはチームを率いた。今日は8日だ。	山田さんは7日にチームを率いた。	entailment	39	日	random	照応（昨日）	状態/瞬間	('率いる', {'が': ['山田さん'], 'を': ['チーム']}, '状態/瞬間')
4011	昨日、田中さんは委員を選任した。今日は10日だ。	田中さんは9日に委員を選任した。	entailment	39	日	random	照応（昨日）	状態/瞬間	('選任する', {'が': ['田中さん'], 'を': ['委員']}, '状態/瞬間')
4012	昨日、山田さんはのタッグを組んだ。今日は10日だ。	山田さんは9日にのタッグを組んだ。	entailment	39	日	random	照応（昨日）	状態/瞬間	('組む', {'が': ['山田さん', '田中さん'], 'を': ['のタッグ']}, '状態/瞬間')
4013	昨日、彼は思考を支配した。今日は21日だ。	彼は20日に思考を支配した。	entailment	39	日	random	照応（昨日）	状態/瞬間	('支配する', {'が': ['彼'], 'を': ['思考']}, '状態/瞬間')
4014	昨日、山田さんは繁華街を練り歩いた。今日は27日だ。	山田さんは26日に繁華街を練り歩いた。	entailment	39	日	random	照応（昨日）	継続主体動作特定時点成立	('練り歩く', {'が': ['山田さん', '田中さん'], 'を': ['繁華街']}, '継続主体動作特定時点成立')
4015	昨日、太郎はケーキを作った。今日は3日だ。	太郎は2日にケーキを作った。	entailment	39	日	random	照応（昨日）	継続主体動作特定時点成立	('作る', {'が': ['太郎', '花子'], 'を': ['ケーキ']}, '継続主体動作特定時点成立')
4016	昨日、山田は完封を喫した。今日は6日だ。	山田は5日に完封を喫した。	entailment	39	日	random	照応（昨日）	状態/瞬間	('喫する', {'が': ['山田'], 'を': ['完封']}, '状態/瞬間')
4017	昨日、京子は学校に通えた。今日は23日だ。	京子は22日に学校に通えた。	entailment	39	日	random	照応（昨日）	状態/瞬間	('通える', {'が': ['京子'], 'に': ['学校']}, '状態/瞬間')
4018	昨日、猛虎は腹部を切り裂いた。今日は19日だ。	猛虎は18日に腹部を切り裂いた。	entailment	39	日	random	照応（昨日）	状態/瞬間	('切り裂く', {'が': ['猛虎'], 'を': ['腹部']}, '状態/瞬間')
4019	昨日、大学は教授を選任した。今日は4日だ。	大学は3日に教授を選任した。	entailment	39	日	random	照応（昨日）	状態/瞬間	('選任する', {'が': ['大学'], 'を': ['教授']}, '状態/瞬間')
4020	昨日、彼は彼女に抱いた。今日は15日だ。	彼は14日に彼女に抱いた。	entailment	39	日	random	照応（昨日）	状態/瞬間	('抱く', {'が': ['彼'], 'に': ['彼女']}, '状態/瞬間')
4041	学生が9年間以内に生徒を魅了した。学生は2004年にその生徒を魅了し始めた。	学生は2013年までにその生徒を魅了し終えた。	entailment	40	年	random	2区間比較（以内/以内+区間計算）	継続主体動作特定時点成立	('魅了する', {'が': ['学生'], 'を': ['生徒']}, '継続主体動作特定時点成立')
4042	田中さんが6年間以内に選挙を戦った。田中さんは2005年にその選挙を戦い始めた。	田中さんは2013年までにその選挙を戦い終えた。	entailment	40	年	random	2区間比較（以内/以内+区間計算）	継続主体動作特定時点成立	('戦う', {'が': ['田中さん'], 'を': ['選挙']}, '継続主体動作特定時点成立')
4043	子供が1年間以内に石段を上った。子供は2001年にその石段を上り始めた。	子供は2017年までにその石段を上り終えた。	entailment	40	年	random	2区間比較（以内/以内+区間計算）	継続主体動作特定時点成立	('上る', {'が': ['子供'], 'を': ['石段']}, '継続主体動作特定時点成立')
4044	山田さんが3年間以内にトマトを植えた。山田さんは2007年にそのトマトを植え始めた。	山田さんは2020年までにそのトマトを植え終えた。	entailment	40	年	random	2区間比較（以内/以内+区間計算）	継続主体動作特定時点成立	('植える', {'が': ['山田さん'], 'に': ['畑'], 'を': ['トマト']}, '継続主体動作特定時点成立')
4045	夏江さんが4年間以内に羊を巡った。夏江さんは2000年にその羊を巡り始めた。	夏江さんは2018年までにその羊を巡り終えた。	entailment	40	年	random	2区間比較（以内/以内+区間計算）	継続主体動作特定時点成立	('巡る', {'が': ['夏江さん'], 'を': ['羊']}, '継続主体動作特定時点成立')
4046	子供たちが4年間以内にブロックを置いた。子供たちは2001年にそのブロックを置き始めた。	子供たちは2010年までにそのブロックを置き終えた。	entailment	40	年	random	2区間比較（以内/以内+区間計算）	継続主体動作特定時点成立	('置く', {'が': ['子供たち'], 'に': ['床'], 'を': ['ブロック']}, '継続主体動作特定時点成立')
4047	劇団が1年間以内に台詞を飛ばした。劇団は2003年にその台詞を飛ばし始めた。	劇団は2016年までにその台詞を飛ばし終えた。	entailment	40	年	random	2区間比較（以内/以内+区間計算）	継続主体動作特定時点成立	('飛ばす', {'が': ['劇団'], 'を': ['台詞']}, '継続主体動作特定時点成立')
4048	太郎が3年間以内に点滅を繰り返した。太郎は2001年にその点滅を繰り返し始めた。	太郎は2020年までにその点滅を繰り返し終えた。	entailment	40	年	random	2区間比較（以内/以内+区間計算）	継続主体動作特定時点成立	('繰り返す', {'が': ['太郎'], 'を': ['点滅']}, '継続主体動作特定時点成立')
4049	花子さんが2年間以内にバジルを植えた。花子さんは2011年にそのバジルを植え始めた。	花子さんは2019年までにそのバジルを植え終えた。	entailment	40	年	random	2区間比較（以内/以内+区間計算）	継続主体動作特定時点成立	('植える', {'が': ['花子さん'], 'に': ['プランター'], 'を': ['バジル']}, '継続主体動作特定時点成立')
4050	田中さんが1年間以内に権限を与えた。田中さんは2003年にその権限を与え始めた。	田中さんは2012年までにその権限を与え終えた。	entailment	40	年	random	2区間比較（以内/以内+区間計算）	継続主体動作特定時点成立	('与える', {'が': ['田中さん'], 'を': ['権限']}, '継続主体動作特定時点成立')
4051	田中さんが2年間以内に指令を出力した。田中さんは2007年にその指令を出力し始めた。	田中さんは2017年までにその指令を出力し終えた。	entailment	40	年	random	2区間比較（以内/以内+区間計算）	継続主体動作特定時点成立	('出力する', {'が': ['田中さん'], 'に': ['コンピューター'], 'を': ['指令']}, '継続主体動作特定時点成立')
